date,district,rainfall_mm,temp_max,temp_min
2019-03-30,Nashik,0.0,39.7,24.3
2019-03-31,Nashik,0.0,37.9,23.7
2019-04-01,Nashik,0.0,38.1,20.8
2019-04-02,Nashik,0.0,38.9,20.9
2019-04-03,Nashik,0.0,39.6,21.9
2019-04-04,Nashik,0.0,40.2,23.2
2019-04-05,Nashik,0.0,39.0,22.4
2019-04-06,Nashik,0.0,38.5,22.8
2019-04-07,Nashik,0.0,39.0,22.6
2019-04-08,Nashik,0.0,39.8,22.5
2019-04-09,Nashik,0.0,38.2,22.6
2019-04-10,Nashik,0.0,40.0,21.6
2019-04-11,Nashik,0.0,40.0,22.6
2019-04-12,Nashik,0.0,38.7,23.8
2019-04-13,Nashik,0.0,39.7,24.2
2019-04-14,Nashik,0.0,40.0,24.3
2019-04-15,Nashik,0.0,37.0,25.9
2019-04-16,Nashik,0.6,32.5,23.6
2019-04-17,Nashik,0.0,34.6,21.3
2019-04-18,Nashik,0.0,35.9,18.5
2019-04-19,Nashik,0.0,37.1,22.1
2019-04-20,Nashik,0.0,38.1,20.7
2019-04-21,Nashik,0.0,38.1,21.6
2019-04-22,Nashik,0.0,39.0,21.6
2019-04-23,Nashik,0.0,39.6,24.1
2019-04-24,Nashik,0.0,40.4,24.5
2019-04-25,Nashik,0.0,40.5,25.1
2019-04-26,Nashik,0.0,41.7,26.3
2019-04-27,Nashik,0.0,42.4,26.6
2019-04-28,Nashik,0.0,42.8,26.9
2019-04-29,Nashik,0.0,41.5,26.5
2019-04-30,Nashik,0.0,40.0,25.6
2019-05-01,Nashik,0.0,37.9,22.9
2019-05-02,Nashik,0.0,37.4,21.2
2019-05-03,Nashik,0.0,36.0,21.1
2019-05-04,Nashik,0.0,35.3,21.2
2019-05-05,Nashik,0.0,36.9,21.1
2019-05-06,Nashik,0.0,39.2,20.9
2019-05-07,Nashik,0.0,39.0,23.8
2019-05-08,Nashik,0.0,37.2,22.1
2019-05-09,Nashik,0.0,36.4,21.8
2019-05-10,Nashik,0.0,35.9,21.2
2019-05-11,Nashik,0.0,38.4,20.8
2019-05-12,Nashik,0.0,39.7,21.0
2019-05-13,Nashik,0.0,39.0,21.6
2019-05-14,Nashik,0.0,38.3,22.0
2019-05-15,Nashik,0.0,37.9,21.1
2019-05-16,Nashik,0.0,37.8,21.8
2019-05-17,Nashik,0.0,38.9,22.5
2019-05-18,Nashik,0.0,38.7,23.9
2019-05-19,Nashik,0.0,39.4,24.7
2019-05-20,Nashik,0.0,40.6,24.8
2019-05-21,Nashik,0.0,40.8,26.1
2019-05-22,Nashik,0.0,39.6,25.1
2019-05-23,Nashik,0.0,40.5,24.7
2019-05-24,Nashik,0.0,39.5,23.9
2019-05-25,Nashik,0.0,39.2,23.8
2019-05-26,Nashik,0.0,38.5,22.8
2019-05-27,Nashik,0.0,39.8,23.4
2019-05-28,Nashik,0.0,40.1,23.4
2019-05-29,Nashik,0.0,39.7,24.0
2019-05-30,Nashik,0.0,39.6,24.1
2019-05-31,Nashik,0.0,40.4,23.2
2019-06-01,Nashik,0.0,38.6,23.6
2019-06-02,Nashik,1.9,38.6,23.8
2019-06-03,Nashik,0.1,37.1,24.6
2019-06-04,Nashik,0.0,38.2,24.5
2019-06-05,Nashik,0.0,40.3,23.7
2019-06-06,Nashik,5.3,36.4,24.9
2019-06-07,Nashik,3.3,39.7,24.0
2019-06-08,Nashik,1.9,39.6,25.4
2019-06-09,Nashik,0.3,39.3,25.1
2019-06-10,Nashik,0.0,36.4,25.7
2019-06-11,Nashik,0.5,38.6,24.9
2019-06-12,Nashik,1.4,35.6,26.7
2019-06-13,Nashik,1.6,34.9,23.9
2019-06-14,Nashik,0.1,35.2,24.0
2019-06-15,Nashik,0.8,32.3,23.9
2019-06-16,Nashik,0.3,33.8,24.1
2019-06-17,Nashik,0.0,33.1,23.9
2019-06-18,Nashik,2.6,33.0,23.7
2019-06-19,Nashik,1.4,31.7,24.2
2019-06-20,Nashik,0.5,33.9,23.0
2019-06-21,Nashik,0.7,35.0,22.8
2019-06-22,Nashik,6.1,36.7,23.4
2019-06-23,Nashik,30.7,31.4,23.3
2019-06-24,Nashik,13.5,26.4,23.4
2019-06-25,Nashik,8.6,30.3,23.2
2019-06-26,Nashik,10.8,31.7,23.4
2019-06-27,Nashik,10.2,30.9,23.3
2019-06-28,Nashik,20.5,29.8,23.2
2019-06-29,Nashik,5.8,26.6,22.6
2019-06-30,Nashik,11.3,24.5,22.7
2019-07-01,Nashik,15.3,24.7,22.5
2019-07-02,Nashik,5.7,27.5,21.9
2019-07-03,Nashik,13.8,25.1,22.5
2019-07-04,Nashik,1.4,28.2,22.7
2019-07-05,Nashik,9.5,28.3,22.9
2019-07-06,Nashik,14.4,25.4,22.6
2019-07-07,Nashik,19.5,24.4,22.6
2019-07-08,Nashik,3.0,27.4,22.9
2019-07-09,Nashik,2.6,28.0,23.5
2019-07-10,Nashik,7.2,28.7,23.0
2019-07-11,Nashik,2.0,26.5,23.0
2019-07-12,Nashik,1.9,28.3,23.2
2019-07-13,Nashik,1.5,28.6,22.8
2019-07-14,Nashik,1.3,29.0,23.3
2019-07-15,Nashik,1.2,29.5,22.8
2019-07-16,Nashik,1.6,29.1,22.9
2019-07-17,Nashik,0.8,29.5,22.8
2019-07-18,Nashik,1.3,29.8,22.5
2019-07-19,Nashik,4.6,31.8,22.5
2019-07-20,Nashik,27.8,30.4,23.9
2019-07-21,Nashik,32.2,29.7,22.6
2019-07-22,Nashik,7.1,31.2,22.4
2019-07-23,Nashik,6.1,29.9,23.7
2019-07-24,Nashik,7.3,30.0,23.3
2019-07-25,Nashik,27.3,26.8,22.6
2019-07-26,Nashik,5.6,27.6,22.8
2019-07-27,Nashik,5.7,25.9,22.7
2019-07-28,Nashik,5.6,26.2,22.6
2019-07-29,Nashik,16.6,25.0,22.4
2019-07-30,Nashik,15.0,24.2,22.3
2019-07-31,Nashik,23.4,23.8,22.2
2019-08-01,Nashik,6.5,26.3,22.6
2019-08-02,Nashik,3.6,26.8,22.3
2019-08-03,Nashik,25.6,24.7,22.6
2019-08-04,Nashik,56.3,24.6,22.4
2019-08-05,Nashik,32.8,25.4,22.7
2019-08-06,Nashik,6.2,27.4,22.9
2019-08-07,Nashik,4.0,25.5,23.0
2019-08-08,Nashik,16.1,24.4,22.8
2019-08-09,Nashik,22.2,24.5,22.9
2019-08-10,Nashik,7.1,26.0,22.4
2019-08-11,Nashik,3.0,26.8,22.3
2019-08-12,Nashik,1.1,28.0,22.3
2019-08-13,Nashik,1.5,28.4,22.2
2019-08-14,Nashik,2.9,25.7,22.9
2019-08-15,Nashik,1.5,27.2,22.9
2019-08-16,Nashik,2.1,27.4,22.5
2019-08-17,Nashik,1.0,27.7,22.1
2019-08-18,Nashik,1.3,28.0,21.6
2019-08-19,Nashik,0.8,28.2,21.1
2019-08-20,Nashik,2.2,28.4,21.6
2019-08-21,Nashik,2.0,28.3,21.2
2019-08-22,Nashik,0.8,28.2,21.7
2019-08-23,Nashik,0.9,28.7,21.1
2019-08-24,Nashik,1.8,27.5,21.2
2019-08-25,Nashik,0.4,27.4,21.7
2019-08-26,Nashik,0.3,27.3,22.3
2019-08-27,Nashik,1.2,27.0,21.7
2019-08-28,Nashik,0.9,28.1,21.6
2019-08-29,Nashik,1.7,28.9,22.1
2019-08-30,Nashik,4.5,29.0,22.6
2019-08-31,Nashik,5.3,27.8,22.3
2019-09-01,Nashik,2.2,27.9,22.7
2019-09-02,Nashik,2.1,28.0,22.4
2019-09-03,Nashik,2.4,26.9,22.7
2019-09-04,Nashik,2.5,28.1,22.7
2019-09-05,Nashik,1.2,28.5,22.4
2019-09-06,Nashik,3.5,27.4,22.8
2019-09-07,Nashik,3.6,26.9,22.9
2019-09-08,Nashik,7.4,25.8,22.7
2019-09-09,Nashik,6.9,26.7,22.7
2019-09-10,Nashik,5.6,26.6,22.6
2019-09-11,Nashik,3.7,27.0,22.3
2019-09-12,Nashik,16.8,24.3,22.1
2019-09-13,Nashik,2.1,26.8,21.7
2019-09-14,Nashik,2.1,25.9,22.1
2019-09-15,Nashik,1.9,27.7,22.4
2019-09-16,Nashik,0.2,28.0,22.2
2019-09-17,Nashik,4.3,26.7,22.0
2019-09-18,Nashik,21.2,28.9,21.5
2019-09-19,Nashik,15.1,28.8,22.0
2019-09-20,Nashik,10.4,28.4,21.5
2019-09-21,Nashik,1.9,28.7,21.7
2019-09-22,Nashik,0.6,29.7,20.9
2019-09-23,Nashik,4.2,29.3,21.3
2019-09-24,Nashik,15.4,28.6,21.7
2019-09-25,Nashik,23.0,26.8,22.0
2019-09-26,Nashik,28.6,27.4,22.2
2019-09-27,Nashik,6.6,27.1,22.2
2019-09-28,Nashik,1.1,28.0,21.3
2019-09-29,Nashik,1.4,28.9,20.4
2019-09-30,Nashik,1.8,28.2,20.3
2019-10-01,Nashik,0.4,27.4,21.4
2019-10-02,Nashik,0.9,28.5,21.2
2019-10-03,Nashik,0.7,28.2,21.3
2019-10-04,Nashik,2.7,28.9,20.6
2019-10-05,Nashik,10.3,29.0,19.9
2019-10-06,Nashik,14.9,28.3,20.4
2019-10-07,Nashik,11.1,28.4,20.6
2019-10-08,Nashik,2.3,29.0,20.9
2019-10-09,Nashik,5.1,29.1,21.1
2019-10-10,Nashik,0.1,29.2,20.7
2019-10-11,Nashik,0.3,28.8,20.0
2019-10-12,Nashik,1.7,29.3,21.0
2019-10-13,Nashik,0.0,29.6,21.2
2019-10-14,Nashik,0.0,30.6,21.7
2019-10-15,Nashik,0.0,30.3,19.8
2019-10-16,Nashik,0.0,30.2,19.0
2019-10-17,Nashik,0.0,29.6,19.1
2019-10-18,Nashik,4.6,29.6,20.0
2019-10-19,Nashik,17.0,25.0,21.9
2019-10-20,Nashik,16.9,23.1,20.7
2019-10-21,Nashik,12.6,26.5,20.5
2019-10-22,Nashik,17.8,26.1,21.0
2019-10-23,Nashik,32.2,25.7,20.8
2019-10-24,Nashik,5.4,22.7,20.7
2019-10-25,Nashik,12.1,25.2,20.7
2019-10-26,Nashik,5.9,25.1,21.2
2019-10-27,Nashik,0.3,26.9,20.9
2019-10-28,Nashik,9.1,28.2,21.0
2019-10-29,Nashik,5.2,28.5,20.9
2019-10-30,Nashik,2.9,28.3,20.8
2019-10-31,Nashik,0.8,27.8,21.0
2019-11-01,Nashik,3.2,27.8,21.4
2019-11-02,Nashik,0.8,27.7,20.6
2019-11-03,Nashik,0.6,27.9,19.5
2019-11-04,Nashik,0.6,28.5,19.5
2019-11-05,Nashik,0.0,28.8,18.5
2019-11-06,Nashik,0.4,28.5,18.6
2019-11-07,Nashik,0.4,28.2,19.1
2019-11-08,Nashik,0.1,28.8,18.5
2019-11-09,Nashik,0.0,28.4,19.0
2019-11-10,Nashik,0.0,28.9,17.8
2019-11-11,Nashik,0.0,28.9,18.1
2019-11-12,Nashik,0.2,28.3,18.0
2019-11-13,Nashik,0.2,28.1,18.5
2019-11-14,Nashik,0.0,27.3,16.0
2019-11-15,Nashik,0.1,27.3,18.2
2019-11-16,Nashik,0.0,28.4,18.6
2019-11-17,Nashik,0.0,28.9,19.3
2019-11-18,Nashik,0.0,28.7,16.8
2019-11-19,Nashik,0.0,29.0,17.1
2019-11-20,Nashik,0.0,29.0,17.0
2019-11-21,Nashik,0.0,29.3,17.4
2019-11-22,Nashik,0.0,28.9,17.3
2019-11-23,Nashik,0.0,28.7,17.6
2019-11-24,Nashik,0.0,28.7,18.0
2019-11-25,Nashik,0.0,28.5,15.9
2019-11-26,Nashik,0.0,28.8,16.7
2019-11-27,Nashik,0.0,28.9,18.4
2019-11-28,Nashik,0.0,29.2,17.6
2019-11-29,Nashik,0.1,28.6,18.2
2019-11-30,Nashik,1.8,27.9,18.8
2019-12-01,Nashik,0.1,28.3,19.0
2019-12-02,Nashik,0.2,28.2,19.3
2019-12-03,Nashik,0.0,28.1,18.8
2019-12-04,Nashik,0.0,28.5,19.7
2019-12-05,Nashik,0.0,28.5,20.9
2019-12-06,Nashik,0.0,27.9,19.6
2019-12-07,Nashik,0.0,26.9,16.4
2019-12-08,Nashik,0.0,27.4,16.0
2019-12-09,Nashik,0.0,28.4,17.2
2019-12-10,Nashik,0.0,28.3,17.9
2019-12-11,Nashik,0.0,28.5,17.9
2019-12-12,Nashik,0.3,28.2,17.5
2019-12-13,Nashik,0.0,26.6,15.2
2019-12-14,Nashik,0.0,27.6,14.4
2019-12-15,Nashik,0.2,27.2,17.3
2019-12-16,Nashik,0.4,26.2,17.8
2019-12-17,Nashik,0.1,25.4,17.4
2019-12-18,Nashik,0.0,27.1,16.6
2019-12-19,Nashik,0.0,27.2,14.9
2019-12-20,Nashik,0.0,27.9,14.6
2019-12-21,Nashik,0.0,28.0,16.3
2019-12-22,Nashik,0.0,27.5,17.0
2019-12-23,Nashik,0.5,27.6,17.8
2019-12-24,Nashik,0.7,28.2,18.0
2019-12-25,Nashik,1.6,27.8,19.1
2019-12-26,Nashik,0.4,27.5,18.8
2019-12-27,Nashik,0.0,24.6,15.2
2019-12-28,Nashik,0.0,25.3,13.1
2019-12-29,Nashik,0.3,23.8,14.0
2019-12-30,Nashik,0.0,26.1,16.4
2019-12-31,Nashik,0.0,26.4,14.6
2020-01-01,Nashik,0.0,26.6,11.9
2020-01-02,Nashik,0.0,27.0,13.5
2020-01-03,Nashik,0.0,24.5,13.7
2020-01-04,Nashik,0.0,23.7,12.1
2020-01-05,Nashik,0.0,24.6,13.6
2020-01-06,Nashik,0.0,26.8,13.1
2020-01-07,Nashik,0.0,28.5,15.4
2020-01-08,Nashik,0.0,26.8,16.7
2020-01-09,Nashik,0.0,24.4,14.4
2020-01-10,Nashik,0.0,25.4,12.2
2020-01-11,Nashik,0.0,26.8,13.2
2020-01-12,Nashik,0.0,27.4,14.3
2020-01-13,Nashik,0.0,27.8,15.3
2020-01-14,Nashik,0.0,26.2,15.7
2020-01-15,Nashik,0.0,27.0,14.8
2020-01-16,Nashik,0.0,22.8,11.7
2020-01-17,Nashik,0.0,23.2,7.6
2020-01-18,Nashik,0.0,25.7,11.0
2020-01-19,Nashik,0.0,26.4,14.7
2020-01-20,Nashik,0.0,27.9,13.8
2020-01-21,Nashik,0.0,29.4,15.3
2020-01-22,Nashik,0.0,29.6,15.9
2020-01-23,Nashik,0.0,28.9,18.4
2020-01-24,Nashik,0.0,28.8,15.9
2020-01-25,Nashik,0.0,28.4,17.0
2020-01-26,Nashik,0.0,30.3,15.5
2020-01-27,Nashik,0.0,30.2,16.5
2020-01-28,Nashik,0.0,26.1,13.9
2020-01-29,Nashik,0.0,23.9,14.5
2020-01-30,Nashik,0.0,25.7,11.5
2020-01-31,Nashik,0.0,26.9,11.9
2020-02-01,Nashik,0.0,26.9,15.1
2020-02-02,Nashik,0.0,28.4,15.2
2020-02-03,Nashik,0.0,29.5,14.9
2020-02-04,Nashik,0.0,29.0,15.5
2020-02-05,Nashik,0.0,29.1,15.4
2020-02-06,Nashik,0.0,29.3,13.9
2020-02-07,Nashik,0.0,27.5,13.0
2020-02-08,Nashik,0.0,26.6,16.2
2020-02-09,Nashik,0.0,27.8,14.7
2020-02-10,Nashik,0.0,28.3,16.2
2020-02-11,Nashik,0.0,28.4,16.5
2020-02-12,Nashik,0.0,29.1,21.1
2020-02-13,Nashik,0.0,30.7,17.9
2020-02-14,Nashik,0.0,30.6,16.7
2020-02-15,Nashik,0.0,31.3,16.9
2020-02-16,Nashik,0.0,32.0,18.8
2020-02-17,Nashik,0.0,32.0,18.6
2020-02-18,Nashik,0.0,32.8,18.0
2020-02-19,Nashik,0.0,33.0,18.4
2020-02-20,Nashik,0.0,33.5,17.3
2020-02-21,Nashik,0.0,32.8,17.5
2020-02-22,Nashik,0.0,33.0,18.1
2020-02-23,Nashik,0.0,34.3,19.4
2020-02-24,Nashik,0.0,33.4,17.8
2020-02-25,Nashik,0.0,29.8,17.1
2020-02-26,Nashik,0.0,31.0,14.5
2020-02-27,Nashik,0.0,31.5,15.5
2020-02-28,Nashik,0.0,33.1,17.5
2020-02-29,Nashik,0.0,33.4,16.3
2020-03-01,Nashik,0.0,32.6,18.3
2020-03-02,Nashik,0.0,32.9,16.5
2020-03-03,Nashik,0.0,32.0,18.2
2020-03-04,Nashik,0.0,30.0,16.3
2020-03-05,Nashik,0.0,30.9,16.0
2020-03-06,Nashik,0.1,28.0,16.8
2020-03-07,Nashik,0.0,29.2,15.7
2020-03-08,Nashik,0.0,31.7,14.8
2020-03-09,Nashik,0.0,32.8,19.4
2020-03-10,Nashik,0.0,30.3,17.7
2020-03-11,Nashik,0.0,29.5,17.0
2020-03-12,Nashik,0.0,30.3,15.7
2020-03-13,Nashik,0.0,30.6,14.1
2020-03-14,Nashik,0.0,31.1,14.8
2020-03-15,Nashik,0.0,32.4,18.7
2020-03-16,Nashik,0.0,34.4,19.3
2020-03-17,Nashik,0.0,35.3,23.0
2020-03-18,Nashik,0.0,35.5,21.0
2020-03-19,Nashik,0.0,35.2,19.0
2020-03-20,Nashik,0.0,33.2,19.1
2020-03-21,Nashik,0.0,33.4,17.1
2020-03-22,Nashik,0.0,34.5,18.2
2020-03-23,Nashik,0.0,35.8,20.7
2020-03-24,Nashik,0.0,35.5,24.1
2020-03-25,Nashik,0.3,36.0,24.6
2020-03-26,Nashik,0.5,33.1,21.4
2020-03-27,Nashik,1.3,33.1,21.7
2020-03-28,Nashik,0.1,33.6,21.8
2020-03-29,Nashik,0.0,35.4,22.7
2020-03-30,Nashik,0.0,35.8,21.5
2020-03-31,Nashik,0.0,37.4,20.5
2020-04-01,Nashik,0.0,37.8,20.7
2020-04-02,Nashik,0.0,37.5,20.6
2020-04-03,Nashik,0.0,38.0,23.4
2020-04-04,Nashik,0.0,38.5,22.6
2020-04-05,Nashik,0.0,38.6,21.0
2020-04-06,Nashik,0.0,38.1,22.6
2020-04-07,Nashik,0.0,37.1,22.0
2020-04-08,Nashik,0.0,35.6,20.4
2020-04-09,Nashik,0.0,36.5,20.2
2020-04-10,Nashik,0.0,37.6,22.4
2020-04-11,Nashik,0.0,39.0,23.3
2020-04-12,Nashik,0.0,39.3,28.0
2020-04-13,Nashik,0.0,39.3,23.8
2020-04-14,Nashik,0.0,39.6,23.5
2020-04-15,Nashik,0.0,39.2,24.8
2020-04-16,Nashik,0.0,38.7,23.6
2020-04-17,Nashik,0.0,38.9,24.3
2020-04-18,Nashik,0.0,38.6,25.7
2020-04-19,Nashik,0.0,38.7,25.1
2020-04-20,Nashik,0.0,38.7,23.6
2020-04-21,Nashik,0.0,38.2,22.7
2020-04-22,Nashik,0.0,38.9,23.6
2020-04-23,Nashik,0.0,38.6,24.9
2020-04-24,Nashik,0.0,38.4,23.5
2020-04-25,Nashik,0.0,36.0,23.1
2020-04-26,Nashik,0.0,37.8,22.3
2020-04-27,Nashik,0.0,38.1,22.5
2020-04-28,Nashik,0.0,37.5,24.3
2020-04-29,Nashik,0.0,39.3,25.1
2020-04-30,Nashik,0.0,39.1,24.3
2020-05-01,Nashik,0.0,38.7,24.3
2020-05-02,Nashik,0.0,39.7,24.0
2020-05-03,Nashik,0.0,39.6,24.8
2020-05-04,Nashik,0.0,39.9,24.3
2020-05-05,Nashik,0.0,39.7,24.1
2020-05-06,Nashik,0.0,40.0,25.3
2020-05-07,Nashik,0.0,40.8,24.6
2020-05-08,Nashik,0.0,39.9,24.0
2020-05-09,Nashik,0.0,40.5,22.8
2020-05-10,Nashik,0.0,39.8,25.6
2020-05-11,Nashik,0.0,37.7,25.5
2020-05-12,Nashik,0.0,39.6,24.7
2020-05-13,Nashik,0.0,38.7,24.1
2020-05-14,Nashik,0.0,38.5,25.2
2020-05-15,Nashik,1.4,39.1,26.9
2020-05-16,Nashik,0.0,38.6,26.7
2020-05-17,Nashik,0.0,39.1,25.3
2020-05-18,Nashik,0.0,38.0,25.9
2020-05-19,Nashik,0.0,36.8,23.7
2020-05-20,Nashik,0.0,38.7,23.0
2020-05-21,Nashik,0.0,39.6,23.3
2020-05-22,Nashik,0.0,38.7,23.0
2020-05-23,Nashik,0.0,40.2,24.2
2020-05-24,Nashik,0.0,40.4,24.1
2020-05-25,Nashik,0.0,40.6,24.8
2020-05-26,Nashik,0.0,39.5,25.2
2020-05-27,Nashik,0.0,38.0,23.7
2020-05-28,Nashik,0.0,37.5,24.1
2020-05-29,Nashik,0.0,37.8,24.6
2020-05-30,Nashik,0.0,37.4,23.8
2020-05-31,Nashik,0.0,38.4,23.5
2020-06-01,Nashik,0.0,32.4,25.3
2020-06-02,Nashik,5.4,30.1,22.8
2020-06-03,Nashik,82.1,23.9,21.8
2020-06-04,Nashik,26.9,29.7,21.4
2020-06-05,Nashik,1.9,29.7,22.8
2020-06-06,Nashik,1.8,30.0,22.5
2020-06-07,Nashik,0.7,29.6,23.0
2020-06-08,Nashik,0.1,28.3,22.6
2020-06-09,Nashik,1.9,30.5,22.8
2020-06-10,Nashik,3.8,31.8,23.2
2020-06-11,Nashik,1.2,31.4,23.3
2020-06-12,Nashik,7.6,29.5,23.4
2020-06-13,Nashik,10.9,30.6,23.3
2020-06-14,Nashik,30.1,28.9,23.0
2020-06-15,Nashik,19.6,30.4,23.3
2020-06-16,Nashik,4.6,29.5,23.4
2020-06-17,Nashik,7.3,29.9,22.8
2020-06-18,Nashik,3.8,27.8,23.1
2020-06-19,Nashik,0.5,28.8,23.1
2020-06-20,Nashik,1.0,30.0,23.5
2020-06-21,Nashik,0.9,29.9,23.4
2020-06-22,Nashik,0.4,30.2,23.1
2020-06-23,Nashik,0.8,30.1,22.7
2020-06-24,Nashik,6.4,30.8,22.5
2020-06-25,Nashik,4.4,31.7,23.3
2020-06-26,Nashik,17.0,31.8,23.8
2020-06-27,Nashik,10.6,31.0,23.2
2020-06-28,Nashik,4.6,30.4,23.5
2020-06-29,Nashik,7.5,26.8,23.5
2020-06-30,Nashik,8.6,28.6,22.8
2020-07-01,Nashik,0.5,29.6,23.0
2020-07-02,Nashik,0.8,30.6,23.1
2020-07-03,Nashik,1.5,31.1,23.1
2020-07-04,Nashik,5.4,29.6,23.5
2020-07-05,Nashik,8.4,26.9,23.1
2020-07-06,Nashik,4.1,27.7,23.3
2020-07-07,Nashik,13.9,28.7,23.4
2020-07-08,Nashik,8.1,29.9,23.2
2020-07-09,Nashik,1.1,28.9,23.3
2020-07-10,Nashik,1.3,28.9,23.3
2020-07-11,Nashik,1.3,28.6,23.2
2020-07-12,Nashik,1.9,29.3,22.7
2020-07-13,Nashik,7.8,28.6,23.0
2020-07-14,Nashik,8.6,28.7,22.9
2020-07-15,Nashik,16.5,25.6,22.8
2020-07-16,Nashik,7.8,27.6,22.3
2020-07-17,Nashik,9.7,28.9,21.4
2020-07-18,Nashik,3.0,30.1,22.0
2020-07-19,Nashik,1.3,29.4,23.0
2020-07-20,Nashik,2.4,29.1,22.9
2020-07-21,Nashik,4.4,28.8,22.4
2020-07-22,Nashik,8.6,29.3,22.3
2020-07-23,Nashik,14.1,28.4,23.2
2020-07-24,Nashik,21.1,27.6,22.8
2020-07-25,Nashik,2.5,28.5,21.7
2020-07-26,Nashik,12.1,29.3,21.8
2020-07-27,Nashik,4.8,29.1,21.9
2020-07-28,Nashik,3.6,28.2,22.9
2020-07-29,Nashik,12.2,28.7,22.6
2020-07-30,Nashik,9.1,29.5,22.8
2020-07-31,Nashik,17.3,30.3,22.8
2020-08-01,Nashik,4.5,30.1,22.6
2020-08-02,Nashik,5.8,30.0,22.9
2020-08-03,Nashik,4.5,28.3,22.9
